index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_pass_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_takes_on_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_total_Cmp,Passing_total_Att,Passing_total_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_short_Cmp,Passing_short_Att,Passing_short_Cmp%,Passing_medium_Cmp,Passing_medium_Att,Passing_medium_Cmp%,Passing_long_Cmp,Passing_long_Att,Passing_long_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_total_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_dribblers_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
15,Sven Ulreich,26.0,de GER,GK,35-015,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,29,36,80.6,0,28,0,0,0,26.0,GK,29,36,80.6,596,452,9,9,100.0,13,13,100.0,6,13,46.2,0,0.0,0.0,0,0,0,0,0,26.0,GK,36,29,7,2,0,0,0,0,0,0,0,0,29,0,0,26.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26.0,GK,36,29,36,0,0,0,36,0,0,,0,,28,76,23,0,0,0,0,0,22,0,26.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1.0,0.0,1.0,100.0,0.3,2.0,8.0,25.0,31.0,4.0,25.8,28.1,5.0,0.0,19.2,8.0,1.0,12.5,2.0,20.3,0,0
0,15 Players,,,,,990,3,3,0,0,11,7,1,0,574,15,8,14,1.4,1.4,1.3,18,6,380,475,80.0,26,307,29,22,11,,,380,475,80.0,6130,2150,191,214,89.3,144,177,81.4,28,52,53.8,3,1.3,1.5,8,31,8,3,26,,,475,438,35,10,1,3,15,12,4,3,0,0,380,2,8,,,15,11,5,6,4,8,17,47.1,9,14,4,10,8,23,15,0,,,574,47,147,289,146,14,574,22,11,50.0,9,40.9,307,1965,1104,29,21,3,9,7,375,26,,,1,0,0,13,9,2,15,8,11,0,0,0,61,12,13,48.0,,,,,,,,,,,,,,,,,,,,,1,1
1,Adam Hložek,23.0,cz CZE,"FW,AM",21-025,2,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,1,0,0,23.0,"FW,AM",1,2,50.0,22,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,23.0,"FW,AM",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0,"FW,AM",0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,23.0,"FW,AM",5,0,0,2,3,0,5,0,0,,0,,1,18,15,1,0,0,0,2,3,0,23.0,"FW,AM",0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,1
2,Arthur,13.0,br BRA,"WB,RB",20-155,13,0,0,0,0,1,1,0,0,10,1,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,6,0,0,0,13.0,"WB,RB",6,7,85.7,133,22,2,2,100.0,2,3,66.7,2,2,100.0,0,0.0,0.0,0,1,0,0,1,13.0,"WB,RB",7,7,0,0,0,0,1,0,0,0,0,0,6,0,0,13.0,"WB,RB",1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,13.0,"WB,RB",10,0,2,3,5,0,10,0,0,,0,,6,29,17,0,1,0,0,0,6,1,13.0,"WB,RB",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1
3,Edmond Tapsoba,12.0,bf BFA,CB,24-198,90,0,0,0,0,0,0,0,0,66,0,1,2,0.0,0.0,0.0,2,0,50,60,83.3,6,44,2,1,1,12.0,CB,50,60,83.3,911,327,16,19,84.2,31,35,88.6,3,6,50.0,0,0.0,0.0,1,5,0,0,6,12.0,CB,60,58,2,2,0,0,0,0,0,0,0,0,50,0,0,12.0,CB,0,0,0,0,0,0,0,,0,2,0,2,1,1,2,0,12.0,CB,66,4,22,44,2,0,66,1,1,100.0,0,0.0,44,283,182,2,2,0,1,0,49,0,12.0,CB,0,0,0,3,0,0,0,1,0,0,0,0,6,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,1
4,Exequiel Palacios,25.0,ar ARG,CM,24-318,90,0,0,0,0,0,0,0,0,74,4,3,0,0.0,0.0,0.0,2,0,54,64,84.4,4,34,2,1,1,25.0,CM,54,64,84.4,679,179,35,40,87.5,16,18,88.9,0,1,0.0,0,0.0,0.1,1,3,0,0,4,25.0,CM,64,60,3,1,0,0,0,0,0,0,0,0,54,1,1,25.0,CM,4,2,1,2,1,2,5,40.0,3,0,0,0,3,7,0,0,25.0,CM,74,1,10,42,22,0,74,1,1,100.0,0,0.0,34,116,52,2,2,0,2,0,51,0,25.0,CM,0,0,0,0,4,0,0,3,2,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,1
5,Florian Wirtz,10.0,de GER,AM,20-108,74,1,0,0,0,2,2,0,0,42,0,0,1,0.4,0.4,0.0,2,0,25,34,73.5,3,25,5,4,1,10.0,AM,25,34,73.5,334,74,17,22,77.3,5,8,62.5,1,1,100.0,0,0.0,0.1,0,4,1,0,3,10.0,AM,34,34,0,0,0,1,2,0,0,0,0,0,25,0,0,10.0,AM,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,10.0,AM,42,0,3,21,19,3,42,4,1,25.0,2,50.0,25,174,126,5,1,0,0,2,37,8,10.0,AM,0,0,0,1,1,0,2,0,0,0,0,0,2,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,1
6,Granit Xhaka,34.0,ch SUI,CM,30-326,90,0,0,0,0,1,1,0,0,56,1,0,2,0.0,0.0,0.0,1,1,39,46,84.8,2,30,0,2,1,34.0,CM,39,46,84.8,581,172,16,18,88.9,19,21,90.5,0,3,0.0,0,0.0,0.3,0,5,1,0,2,34.0,CM,46,46,0,0,1,1,0,0,0,0,0,0,39,0,0,34.0,CM,1,0,1,0,0,1,2,50.0,1,2,0,2,0,1,1,0,34.0,CM,56,1,9,34,13,0,56,2,1,50.0,0,0.0,30,167,43,0,4,0,1,1,40,1,34.0,CM,0,0,0,2,2,0,0,0,0,0,0,0,11,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,1
7,Jeremie Frimpong,30.0,nl NED,WB,22-252,77,1,1,0,0,1,1,0,0,37,1,0,4,0.5,0.5,0.2,2,1,20,28,71.4,2,17,5,1,0,30.0,WB,20,28,71.4,272,56,14,16,87.5,5,8,62.5,1,3,33.3,1,0.2,0.1,1,3,2,1,2,30.0,WB,28,23,5,1,0,0,3,4,0,0,0,0,20,0,1,30.0,WB,1,1,1,0,0,0,0,,0,4,0,4,0,1,1,0,30.0,WB,37,1,4,15,19,4,37,1,0,0.0,1,100.0,17,134,80,5,1,1,0,0,21,5,30.0,WB,0,0,0,1,1,0,3,0,1,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,1
8,Jonas Hofmann,7.0,de GER,AM,31-036,89,0,1,0,0,1,0,0,0,50,5,1,0,0.0,0.0,0.5,4,1,32,41,78.0,0,22,5,3,2,7.0,AM,32,41,78.0,446,136,21,22,95.5,8,11,72.7,2,4,50.0,1,0.5,0.5,4,0,2,2,0,7.0,AM,41,37,3,0,0,0,6,1,2,2,0,0,32,1,2,7.0,AM,5,5,0,3,2,2,3,66.7,1,0,0,0,1,6,0,0,7.0,AM,50,0,4,20,26,1,50,3,2,66.7,1,33.3,22,139,74,5,2,1,3,0,33,4,7.0,AM,0,0,0,0,0,1,6,1,5,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,1
9,Jonathan Tah,4.0,de GER,CB,27-189,90,1,0,0,0,1,1,0,0,66,2,0,3,0.2,0.2,0.0,0,0,48,51,94.1,2,35,0,0,0,4.0,CB,48,51,94.1,864,298,19,19,100.0,24,26,92.3,4,4,100.0,0,0.0,0.0,0,5,0,0,2,4.0,CB,51,51,0,0,0,0,0,0,0,0,0,0,48,0,0,4.0,CB,2,1,2,0,0,1,2,50.0,1,3,3,0,0,2,7,0,4.0,CB,66,11,28,37,1,1,66,0,0,,0,,35,197,88,0,0,0,1,0,41,0,4.0,CB,0,0,0,1,0,0,0,0,1,0,0,0,4,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,1
10,Lukáš Hrádecký,1.0,fi FIN,GK,33-268,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,18,25,72.0,0,16,0,0,0,1.0,GK,18,25,72.0,624,509,4,4,100.0,4,4,100.0,10,17,58.8,0,0.0,0.0,0,1,0,0,0,1.0,GK,25,17,8,2,0,0,0,0,0,0,0,0,18,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,28,23,28,0,0,0,28,0,0,,0,,16,110,65,0,1,1,0,0,10,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,6.0,2.0,4.0,66.7,1.5,7.0,13.0,53.8,19.0,4.0,52.6,40.9,6.0,50.0,43.2,11.0,2.0,18.2,1.0,12.4,1,1
11,Nadiem Amiri,11.0,de GER,FW,26-296,1,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,3,1,0,0,11.0,FW,3,5,60.0,35,12,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,1,11.0,FW,5,4,1,0,0,0,0,0,1,0,0,0,3,0,1,11.0,FW,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,11.0,FW,5,0,1,0,4,0,5,0,0,,0,,3,30,10,1,0,0,0,0,3,1,11.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1
12,Odilon Kossounou,6.0,ci CIV,CB,22-227,90,0,0,0,0,0,0,0,0,57,1,2,2,0.0,0.0,0.0,1,1,41,50,82.0,1,30,3,2,1,6.0,CB,41,50,82.0,661,197,23,27,85.2,13,16,81.3,4,5,80.0,0,0.0,0.0,0,3,0,0,1,6.0,CB,50,47,3,3,0,0,0,0,0,0,0,0,41,0,0,6.0,CB,1,1,0,1,0,1,2,50.0,1,2,1,1,2,3,2,0,6.0,CB,57,4,21,33,3,0,57,2,1,50.0,1,50.0,30,216,136,3,0,0,0,0,30,0,6.0,CB,0,0,0,1,0,0,0,2,1,0,0,0,11,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,1
13,Robert Andrich,8.0,de GER,"AM,CM",28-331,16,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,1,0,0,0,8.0,"AM,CM",3,6,50.0,13,5,1,1,100.0,0,3,0.0,0,0,,0,0.0,0.0,0,1,0,0,0,8.0,"AM,CM",6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,8.0,"AM,CM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8.0,"AM,CM",6,0,3,3,0,0,6,0,0,,0,,1,1,0,0,0,0,0,0,4,0,8.0,"AM,CM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1
14,Victor Boniface,22.0,ng NGA,FW,22-239,88,0,1,0,0,3,1,1,0,30,0,0,0,0.2,0.2,0.5,3,1,11,17,64.7,3,19,4,7,3,22.0,FW,11,17,64.7,143,32,6,6,100.0,4,5,80.0,0,1,0.0,1,0.5,0.4,1,0,2,0,3,22.0,FW,17,16,1,0,0,0,0,0,0,0,0,0,11,0,3,22.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22.0,FW,30,2,3,18,11,2,30,7,3,42.9,4,57.1,19,192,110,4,4,0,0,2,23,5,22.0,FW,1,0,0,2,1,1,0,0,0,0,0,0,5,3,2,60.0,,,,,,,,,,,,,,,,,,,,,1,1
0,16 Players,,,,,990,2,2,0,0,14,6,2,0,691,16,8,8,1.6,1.6,1.2,22,3,509,599,85.0,41,515,21,19,9,,,509,599,85.0,8967,2911,217,241,90.0,252,278,90.6,36,64,56.3,2,1.2,1.5,11,29,8,2,41,,,599,546,53,15,1,3,13,23,5,3,2,0,509,0,12,,,16,9,9,7,0,9,20,45.0,11,8,1,7,8,24,12,0,,,691,71,257,331,105,18,691,19,9,47.4,8,42.1,515,2192,1234,21,12,3,13,7,503,41,,,2,0,0,10,12,0,13,8,9,0,0,0,47,13,12,52.0,,,,,,,,,,,,,,,,,,,,,0,1
1,Benjamin Henrichs,39.0,de GER,"RB,RM",26-177,90,0,0,0,0,5,2,0,0,72,0,2,1,0.1,0.1,0.0,4,0,49,62,79.0,5,51,4,1,1,39.0,"RB,RM",49,62,79.0,843,272,23,27,85.2,20,23,87.0,6,12,50.0,0,0.0,0.0,0,5,2,0,5,39.0,"RB,RM",62,55,7,2,0,0,1,5,0,0,0,0,49,0,0,39.0,"RB,RM",0,0,0,0,0,0,3,0.0,3,1,1,0,2,2,0,0,39.0,"RB,RM",72,3,18,31,24,4,72,1,1,100.0,0,0.0,51,287,165,4,2,1,1,0,55,6,39.0,"RB,RM",0,0,0,0,3,0,1,2,0,0,0,0,2,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,1
2,Castello Lukeba,23.0,fr FRA,CB,20-245,29,0,0,0,0,0,0,1,0,31,1,0,1,0.0,0.0,0.0,0,0,26,27,96.3,1,24,0,0,0,23.0,CB,26,27,96.3,401,98,13,14,92.9,12,12,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,23.0,CB,27,27,0,0,0,0,0,0,0,0,0,0,26,0,0,23.0,CB,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,1,0,23.0,CB,31,1,6,24,1,0,31,0,0,,0,,24,103,72,0,0,0,0,0,23,0,23.0,CB,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,1
3,Dani Olmo,7.0,es ESP,"FW,LW",25-104,90,1,0,0,0,1,1,0,0,43,1,0,0,0.2,0.2,0.0,1,0,30,38,78.9,5,33,2,2,2,7.0,"FW,LW",30,38,78.9,512,115,16,19,84.2,10,13,76.9,4,6,66.7,0,0.0,0.1,1,5,1,0,5,7.0,"FW,LW",38,38,0,0,1,0,0,0,0,0,0,0,30,0,1,7.0,"FW,LW",1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,7.0,"FW,LW",43,0,6,28,9,1,43,2,2,100.0,0,0.0,33,182,107,2,2,0,2,1,33,6,7.0,"FW,LW",0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,1
4,David Raum,22.0,de GER,"LB,LM",25-119,90,0,1,0,0,0,0,0,0,83,1,1,1,0.0,0.0,0.4,4,2,54,76,71.1,4,45,3,3,0,22.0,"LB,LM",54,76,71.1,945,314,28,32,87.5,21,28,75.0,5,11,45.5,1,0.4,0.7,3,1,2,1,4,22.0,"LB,LM",76,52,24,3,0,1,9,17,4,3,1,0,54,0,5,22.0,"LB,LM",1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,3,0,22.0,"LB,LM",83,1,37,32,14,0,83,3,0,0.0,2,66.7,45,157,112,3,1,0,1,0,44,5,22.0,"LB,LM",0,0,0,0,0,0,9,1,1,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,1
5,Emil Forsberg,10.0,se SWE,FW,31-300,16,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,6,7,85.7,2,6,1,0,0,10.0,FW,6,7,85.7,102,18,3,3,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,2,10.0,FW,7,7,0,0,0,0,0,0,0,0,0,0,6,0,1,10.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10.0,FW,7,0,0,5,2,1,7,0,0,,0,,6,27,16,1,0,1,0,0,7,3,10.0,FW,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1
6,Fabio Carvalho,18.0,pt POR,CM,20-354,7,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,7,0,2,1,18.0,CM,6,6,100.0,92,33,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,18.0,CM,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,18.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18.0,CM,7,0,2,4,1,0,7,2,1,50.0,1,50.0,7,10,3,0,0,0,0,0,6,0,18.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1
7,Janis Blaswich,21.0,de GER,GK,32-109,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,45,50,90.0,0,39,0,0,0,21.0,GK,45,50,90.0,971,459,11,11,100.0,29,29,100.0,5,10,50.0,0,0.0,0.0,0,0,0,0,0,21.0,GK,50,43,7,1,0,0,0,0,0,0,0,0,45,0,0,21.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21.0,GK,50,37,50,0,0,0,50,0,0,,0,,39,119,64,0,0,0,0,0,27,0,21.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0,7.0,3.0,4.0,57.1,2.8,1.0,6.0,16.7,44.0,6.0,13.6,26.7,6.0,0.0,17.5,13.0,1.0,7.7,5.0,21.9,0,1
8,Kevin Kampl,44.0,si SVN,CM,32-314,29,0,0,0,0,0,0,0,0,29,2,1,0,0.0,0.0,0.1,2,0,25,27,92.6,1,24,3,0,0,44.0,CM,25,27,92.6,465,80,10,11,90.9,12,13,92.3,3,3,100.0,0,0.1,0.1,2,0,1,1,1,44.0,CM,27,27,0,0,0,0,1,0,0,0,0,0,25,0,0,44.0,CM,2,0,1,1,0,1,1,100.0,0,0,0,0,1,3,0,0,44.0,CM,29,0,4,17,8,0,29,0,0,,0,,24,123,78,3,1,0,0,0,23,0,44.0,CM,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1
9,Loïs Openda,17.0,be BEL,FW,23-184,74,1,0,0,0,4,1,0,0,26,0,0,0,1.0,1.0,0.0,0,0,13,15,86.7,1,16,1,3,1,17.0,FW,13,15,86.7,150,22,7,7,100.0,4,4,100.0,0,0,,0,0.0,0.1,0,0,1,0,1,17.0,FW,15,12,3,0,0,0,1,0,0,0,0,0,13,0,1,17.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17.0,FW,26,0,1,11,14,4,26,3,1,33.3,2,66.7,16,65,40,1,1,0,2,1,15,2,17.0,FW,0,0,0,1,1,0,1,0,0,0,0,0,4,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,1
10,Mohamed Simakan,2.0,fr FRA,CB,23-108,90,0,1,0,0,0,0,0,0,102,4,1,1,0.0,0.0,0.6,2,1,88,93,94.6,8,80,1,2,2,2.0,CB,88,93,94.6,1726,660,28,29,96.6,54,55,98.2,6,8,75.0,1,0.6,0.4,2,5,0,0,8,2.0,CB,93,88,5,5,0,0,0,0,0,0,0,0,88,0,0,2.0,CB,4,3,3,1,0,2,4,50.0,2,1,0,1,1,5,2,0,2.0,CB,102,9,46,54,2,2,102,2,2,100.0,0,0.0,80,313,163,1,1,0,0,0,81,0,2.0,CB,0,0,0,1,1,0,0,1,3,0,0,0,3,2,4,33.3,,,,,,,,,,,,,,,,,,,,,0,1
11,Nicolas Seiwald,13.0,at AUT,DM,22-107,61,0,0,0,0,0,0,1,0,30,3,0,2,0.0,0.0,0.0,1,0,20,22,90.9,1,20,0,1,0,13.0,DM,20,22,90.9,334,95,11,13,84.6,8,8,100.0,1,1,100.0,0,0.0,0.0,0,2,1,0,1,13.0,DM,22,21,1,1,0,1,0,0,0,0,0,0,20,0,1,13.0,DM,3,1,1,2,0,1,2,50.0,1,2,0,2,0,3,0,0,13.0,DM,30,1,10,19,1,0,30,1,0,0.0,1,100.0,20,33,13,0,1,0,0,1,17,0,13.0,DM,1,0,0,2,0,0,0,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1
12,Timo Werner,11.0,de GER,AM,27-166,61,0,0,0,0,1,0,0,0,24,0,0,0,0.0,0.0,0.0,3,0,9,16,56.3,0,21,1,3,0,11.0,AM,9,16,56.3,124,9,4,5,80.0,5,7,71.4,0,2,0.0,0,0.0,0.0,2,0,0,0,0,11.0,AM,16,16,0,0,0,0,0,0,0,0,0,0,9,0,2,11.0,AM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11.0,AM,24,0,5,8,11,2,24,3,0,0.0,2,66.7,21,129,29,1,1,1,2,4,23,9,11.0,AM,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,1
13,Willi Orban,4.0,hu HUN,CB,30-289,90,0,0,0,0,0,0,0,0,101,2,1,2,0.0,0.0,0.0,0,0,80,92,87.0,5,85,0,0,0,4.0,CB,80,92,87.0,1384,463,29,33,87.9,48,53,90.6,3,6,50.0,0,0.0,0.0,0,2,0,0,5,4.0,CB,92,89,3,3,0,0,0,0,0,0,0,0,80,0,0,4.0,CB,2,2,2,0,0,2,3,66.7,1,2,0,2,1,3,4,0,4.0,CB,101,13,50,49,2,1,101,0,0,,0,,85,318,160,0,0,0,1,0,83,2,4.0,CB,0,0,0,3,1,0,0,1,2,0,0,0,5,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,1
14,Xaver Schlager,24.0,at AUT,"DM,CM",25-325,83,0,0,0,0,1,0,0,0,46,2,1,0,0.0,0.0,0.0,1,0,33,40,82.5,5,37,2,1,1,24.0,"DM,CM",33,40,82.5,547,167,15,17,88.2,18,21,85.7,0,1,0.0,0,0.0,0.0,0,4,0,0,5,24.0,"DM,CM",40,40,0,0,0,0,0,0,0,0,0,0,33,0,1,24.0,"DM,CM",2,2,1,1,0,0,2,0.0,2,0,0,0,1,3,1,0,24.0,"DM,CM",46,3,14,30,2,0,46,1,1,100.0,0,0.0,37,193,126,2,0,0,1,0,35,3,24.0,"DM,CM",0,0,0,1,0,0,0,1,2,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,0,1
15,Xavi Simons,20.0,nl NED,AM,20-120,61,0,0,0,0,0,0,0,0,29,0,1,0,0.0,0.0,0.0,0,0,20,23,87.0,3,19,3,0,0,20.0,AM,20,23,87.0,316,98,11,12,91.7,6,7,85.7,2,3,66.7,0,0.0,0.0,0,3,0,0,3,20.0,AM,23,21,2,0,0,1,1,1,1,0,1,0,20,0,0,20.0,AM,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,20.0,AM,29,2,7,15,7,0,29,0,0,,0,,19,103,78,3,1,0,3,0,21,2,20.0,AM,0,0,0,0,1,0,1,1,0,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,1
0,16 Players,,,,,990,2,2,0,0,18,8,3,0,649,17,16,24,2.2,2.2,1.2,33,4,409,505,81.0,42,337,21,21,7,,,409,505,81.0,7381,2770,168,188,89.4,202,229,88.2,30,54,55.6,2,1.2,1.0,13,23,8,1,42,,,505,467,36,9,2,3,8,18,1,1,0,0,409,2,13,,,17,11,13,2,2,13,26,50.0,13,24,7,17,16,33,17,0,,,649,59,227,306,126,24,649,21,7,33.3,12,57.1,337,2182,1221,21,9,7,20,8,406,41,,,3,0,0,10,9,2,8,16,11,0,0,0,64,18,21,46.2,,,,,,,,,,,,,,,,,,,,,1,2
1,Aster Vranckx,6.0,be BEL,DM,20-319,25,0,0,0,0,0,0,1,0,22,1,2,1,0.0,0.0,0.0,0,0,13,15,86.7,1,7,0,1,0,6.0,DM,13,15,86.7,231,87,4,4,100.0,7,7,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,6.0,DM,15,14,1,1,0,0,0,0,0,0,0,0,13,0,1,6.0,DM,1,0,1,0,0,1,1,100.0,0,1,1,0,2,3,0,0,6.0,DM,22,2,11,10,1,0,22,1,0,0.0,1,100.0,7,29,18,0,0,0,1,0,13,1,6.0,DM,1,0,0,1,1,0,0,2,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,2
2,Cedric Zesiger,5.0,ch SUI,CB,25-056,90,0,0,0,0,0,0,0,0,97,0,1,2,0.0,0.0,0.0,1,0,74,86,86.0,10,58,1,1,1,5.0,CB,74,86,86.0,1442,547,19,20,95.0,49,52,94.2,5,10,50.0,0,0.0,0.0,0,4,0,0,10,5.0,CB,86,83,3,2,0,1,0,0,0,0,0,0,74,0,2,5.0,CB,0,0,0,0,0,0,0,,0,2,1,1,1,1,5,0,5.0,CB,97,9,46,52,0,0,97,1,1,100.0,0,0.0,58,376,226,1,0,0,0,0,70,0,5.0,CB,0,0,0,2,0,0,0,1,0,0,0,0,3,7,3,70.0,,,,,,,,,,,,,,,,,,,,,1,2
